Date,Population_Data,Regression_Data,LSTM_Data
1909-08-01,286.0,,
1909-09-01,273.0,,
1909-10-01,276.0,,
1909-11-01,291.0,,
1909-12-01,274.0,,
1910-01-01,271.0,,
1910-02-01,275.0,,
1910-03-01,280.0,,
1910-04-01,282.0,,
1910-05-01,275.0,,
1910-06-01,270.0,,
1910-07-01,288.0,,
1910-08-01,284.0,,
1910-09-01,273.0,,
1910-10-01,275.0,,
1910-11-01,283.0,,
1910-12-01,279.0,,
1911-01-01,279.0,,
1911-02-01,285.0,,
1911-03-01,280.0,,
1911-04-01,279.0,,
1911-05-01,273.0,,
1911-06-01,277.0,,
1911-07-01,275.0,,
1911-08-01,281.0,,
1911-09-01,280.0,,
1911-10-01,277.0,,
1911-11-01,280.0,,
1911-12-01,273.0,,
1912-01-01,273.0,,
1912-02-01,266.0,,
1912-03-01,267.0,,
1912-04-01,264.0,,
1912-05-01,280.0,,
1912-06-01,266.0,,
1912-07-01,278.0,,
1912-08-01,279.0,,
1912-09-01,272.0,,
1912-10-01,273.0,,
1912-11-01,287.0,,
1912-12-01,275.0,,
1913-01-01,273.0,,
1913-02-01,266.0,,
1913-03-01,273.0,,
1913-04-01,270.0,,
1913-05-01,271.0,,
1913-06-01,267.0,,
1913-07-01,274.0,,
1913-08-01,280.0,,
1913-09-01,274.0,,
1913-10-01,266.0,,
1913-11-01,277.0,,
1913-12-01,270.0,,
1914-01-01,268.0,,
1914-02-01,272.0,,
1914-03-01,269.0,,
1914-04-01,266.0,,
1914-05-01,267.0,,
1914-06-01,272.0,,
1914-07-01,278.0,,
1914-08-01,271.0,,
1914-09-01,270.0,,
1914-10-01,275.0,,
1914-11-01,259.0,,
1914-12-01,261.0,,
1915-01-01,277.0,,
1915-02-01,271.0,,
1915-03-01,260.0,,
1915-04-01,262.0,,
1915-05-01,272.0,,
1915-06-01,273.0,,
1915-07-01,267.0,,
1915-08-01,275.0,,
1915-09-01,264.0,,
1915-10-01,267.0,,
1915-11-01,272.0,,
1915-12-01,272.0,,
1916-01-01,271.0,,
1916-02-01,269.0,,
1916-03-01,262.0,,
1916-04-01,271.0,,
1916-05-01,265.0,,
1916-06-01,280.0,,
1916-07-01,263.0,,
1916-08-01,265.0,,
1916-09-01,270.0,,
1916-10-01,269.0,,
1916-11-01,268.0,,
1916-12-01,265.0,,
1917-01-01,269.0,,
1917-02-01,258.0,,
1917-03-01,277.0,,
1917-04-01,258.0,,
1917-05-01,268.0,,
1917-06-01,277.0,,
1917-07-01,260.0,,
1917-08-01,272.0,,
1917-09-01,263.0,,
1917-10-01,271.0,,
1917-11-01,263.0,,
1917-12-01,258.0,,
1918-01-01,266.0,,
1918-02-01,249.0,,
1918-03-01,260.0,,
1918-04-01,265.0,,
1918-05-01,264.0,,
1918-06-01,268.0,,
1918-07-01,265.0,,
1918-08-01,273.0,,
1918-09-01,265.0,,
1918-10-01,264.0,,
1918-11-01,254.0,,
1918-12-01,274.0,,
1919-01-01,259.0,,
1919-02-01,274.0,,
1919-03-01,264.0,,
1919-04-01,260.0,,
1919-05-01,255.0,,
1919-06-01,268.0,,
1919-07-01,269.0,,
1919-08-01,267.0,,
1919-09-01,268.0,,
1919-10-01,265.0,,
1919-11-01,266.0,,
1919-12-01,265.0,,
1920-01-01,254.0,,
1920-02-01,264.0,,
1920-03-01,274.0,,
1920-04-01,263.0,,
1920-05-01,266.0,,
1920-06-01,267.0,,
1920-07-01,260.0,,
1920-08-01,264.0,,
1920-09-01,264.0,,
1920-10-01,258.0,,
1920-11-01,262.0,,
1920-12-01,264.0,,
1921-01-01,261.0,,
1921-02-01,264.0,,
1921-03-01,262.0,,
1921-04-01,251.0,,
1921-05-01,269.0,,
1921-06-01,257.0,,
1921-07-01,258.0,,
1921-08-01,260.0,,
1921-09-01,258.0,,
1921-10-01,261.0,,
1921-11-01,260.0,,
1921-12-01,264.0,,
1922-01-01,258.0,,
1922-02-01,253.0,,
1922-03-01,256.0,,
1922-04-01,251.0,,
1922-05-01,262.0,,
1922-06-01,266.0,,
1922-07-01,251.0,,
1922-08-01,256.0,,
1922-09-01,259.0,,
1922-10-01,260.0,,
1922-11-01,258.0,,
1922-12-01,253.0,,
1923-01-01,256.0,,
1923-02-01,262.0,,
1923-03-01,254.0,,
1923-04-01,267.0,,
1923-05-01,261.0,,
1923-06-01,251.0,,
1923-07-01,256.0,,
1923-08-01,262.0,,
1923-09-01,261.0,,
1923-10-01,256.0,,
1923-11-01,256.0,,
1923-12-01,262.0,,
1924-01-01,250.0,,
1924-02-01,246.0,,
1924-03-01,259.0,,
1924-04-01,249.0,,
1924-05-01,252.0,,
1924-06-01,248.0,,
1924-07-01,253.0,,
1924-08-01,264.0,,
1924-09-01,254.0,,
1924-10-01,254.0,,
1924-11-01,255.0,,
1924-12-01,261.0,,
1925-01-01,251.0,,
1925-02-01,252.0,,
1925-03-01,259.0,,
1925-04-01,258.0,,
1925-05-01,246.0,,
1925-06-01,253.0,,
1925-07-01,259.0,,
1925-08-01,261.0,,
1925-09-01,247.0,,
1925-10-01,258.0,,
1925-11-01,257.0,,
1925-12-01,250.0,,
1926-01-01,255.0,,
1926-02-01,249.0,,
1926-03-01,259.0,,
1926-04-01,255.0,,
1926-05-01,253.0,,
1926-06-01,241.0,,
1926-07-01,262.0,,
1926-08-01,243.0,,
1926-09-01,242.0,,
1926-10-01,248.0,,
1926-11-01,259.0,,
1926-12-01,258.0,,
1927-01-01,253.0,,
1927-02-01,258.0,,
1927-03-01,254.0,,
1927-04-01,260.0,,
1927-05-01,248.0,,
1927-06-01,254.0,,
1927-07-01,257.0,,
1927-08-01,258.0,,
1927-09-01,245.0,,
1927-10-01,246.0,,
1927-11-01,244.0,,
1927-12-01,255.0,,
1928-01-01,249.0,,
1928-02-01,252.0,,
1928-03-01,259.0,,
1928-04-01,244.0,,
1928-05-01,247.0,,
1928-06-01,249.0,,
1928-07-01,241.0,,
1928-08-01,251.0,,
1928-09-01,243.0,,
1928-10-01,237.0,,
1928-11-01,247.0,,
1928-12-01,247.0,,
1929-01-01,239.0,,
1929-02-01,248.0,,
1929-03-01,253.0,,
1929-04-01,243.0,,
1929-05-01,251.0,,
1929-06-01,251.0,,
1929-07-01,250.0,,
1929-08-01,251.0,,
1929-09-01,254.0,,
1929-10-01,245.0,,
1929-11-01,252.0,,
1929-12-01,248.0,,
1930-01-01,242.0,,
1930-02-01,247.0,,
1930-03-01,247.0,,
1930-04-01,249.0,,
1930-05-01,246.0,,
1930-06-01,256.0,,
1930-07-01,250.0,,
1930-08-01,245.0,,
1930-09-01,253.0,,
1930-10-01,250.0,,
1930-11-01,255.0,,
1930-12-01,246.0,,
1931-01-01,247.0,,
1931-02-01,250.0,,
1931-03-01,249.0,,
1931-04-01,246.0,,
1931-05-01,237.0,,
1931-06-01,255.0,,
1931-07-01,240.0,,
1931-08-01,249.0,,
1931-09-01,247.0,,
1931-10-01,248.0,,
1931-11-01,255.0,,
1931-12-01,248.0,,
1932-01-01,252.0,,
1932-02-01,243.0,,
1932-03-01,243.0,,
1932-04-01,248.0,,
1932-05-01,235.0,,
1932-06-01,241.0,,
1932-07-01,246.0,,
1932-08-01,241.0,,
1932-09-01,250.0,,
1932-10-01,245.0,,
1932-11-01,246.0,,
1932-12-01,245.0,,
1933-01-01,250.0,,
1933-02-01,241.0,,
1933-03-01,242.0,,
1933-04-01,240.0,,
1933-05-01,247.0,,
1933-06-01,241.0,,
1933-07-01,235.0,,
1933-08-01,245.0,,
1933-09-01,244.0,,
1933-10-01,246.0,,
1933-11-01,249.0,,
1933-12-01,248.0,,
1934-01-01,252.0,,
1934-02-01,254.0,,
1934-03-01,245.0,,
1934-04-01,238.0,,
1934-05-01,236.0,,
1934-06-01,243.0,,
1934-07-01,245.0,,
1934-08-01,242.0,,
1934-09-01,241.0,,
1934-10-01,240.0,,
1934-11-01,253.0,,
1934-12-01,252.0,,
1935-01-01,241.0,,
1935-02-01,243.0,,
1935-03-01,243.0,,
1935-04-01,242.0,,
1935-05-01,237.0,,
1935-06-01,246.0,,
1935-07-01,239.0,,
1935-08-01,237.0,,
1935-09-01,233.0,,
1935-10-01,233.0,,
1935-11-01,233.0,,
1935-12-01,233.0,,
1936-01-01,237.0,,
1936-02-01,241.0,,
1936-03-01,234.0,,
1936-04-01,239.0,,
1936-05-01,250.0,,
1936-06-01,235.0,,
1936-07-01,239.0,,
1936-08-01,243.0,,
1936-09-01,238.0,,
1936-10-01,236.0,,
1936-11-01,242.0,,
1936-12-01,244.0,,
1937-01-01,237.0,,
1937-02-01,242.0,,
1937-03-01,232.0,,
1937-04-01,240.0,,
1937-05-01,239.0,,
1937-06-01,242.0,,
1937-07-01,237.0,,
1937-08-01,243.0,,
1937-09-01,249.0,,
1937-10-01,244.0,,
1937-11-01,235.0,,
1937-12-01,236.0,,
1938-01-01,243.0,,
1938-02-01,237.0,,
1938-03-01,245.0,,
1938-04-01,238.0,,
1938-05-01,230.0,,
1938-06-01,236.0,,
1938-07-01,236.0,,
1938-08-01,243.0,,
1938-09-01,247.0,,
1938-10-01,231.0,,
1938-11-01,237.0,,
1938-12-01,242.0,,
1939-01-01,228.0,,
1939-02-01,233.0,,
1939-03-01,240.0,,
1939-04-01,244.0,,
1939-05-01,237.0,,
1939-06-01,230.0,,
1939-07-01,236.0,,
1939-08-01,231.0,,
1939-09-01,237.0,,
1939-10-01,239.0,,
1939-11-01,231.0,,
1939-12-01,232.0,,
1940-01-01,239.0,,
1940-02-01,242.0,,
1940-03-01,236.0,,
1940-04-01,247.0,,
1940-05-01,235.0,,
1940-06-01,245.0,,
1940-07-01,235.0,,
1940-08-01,232.0,,
1940-09-01,237.0,,
1940-10-01,235.0,,
1940-11-01,225.0,,
1940-12-01,238.0,,
1941-01-01,233.0,,
1941-02-01,235.0,,
1941-03-01,240.0,,
1941-04-01,235.0,,
1941-05-01,246.0,,
1941-06-01,239.0,,
1941-07-01,232.0,,
1941-08-01,243.0,,
1941-09-01,230.0,,
1941-10-01,241.0,,
1941-11-01,239.0,,
1941-12-01,237.0,,
1942-01-01,239.0,,
1942-02-01,234.0,,
1942-03-01,227.0,,
1942-04-01,233.0,,
1942-05-01,237.0,,
1942-06-01,235.0,,
1942-07-01,239.0,,
1942-08-01,239.0,,
1942-09-01,242.0,,
1942-10-01,230.0,,
1942-11-01,242.0,,
1942-12-01,236.0,,
1943-01-01,236.0,,
1943-02-01,237.0,,
1943-03-01,234.0,,
1943-04-01,233.0,,
1943-05-01,238.0,,
1943-06-01,233.0,,
1943-07-01,235.0,,
1943-08-01,232.0,,
1943-09-01,231.0,,
1943-10-01,237.0,,
1943-11-01,235.0,,
1943-12-01,235.0,,
1944-01-01,232.0,,
1944-02-01,238.0,,
1944-03-01,227.0,,
1944-04-01,235.0,,
1944-05-01,236.0,,
1944-06-01,235.0,,
1944-07-01,237.0,,
1944-08-01,232.0,,
1944-09-01,236.0,,
1944-10-01,232.0,,
1944-11-01,236.0,,
1944-12-01,239.0,,
1945-01-01,228.0,,
1945-02-01,235.0,,
1945-03-01,238.0,,
1945-04-01,233.0,,
1945-05-01,234.0,,
1945-06-01,236.0,,
1945-07-01,234.0,,
1945-08-01,233.0,,
1945-09-01,228.0,,
1945-10-01,234.0,,
1945-11-01,227.0,,
1945-12-01,235.0,,
1946-01-01,233.0,,
1946-02-01,228.0,,
1946-03-01,237.0,,
1946-04-01,235.0,,
1946-05-01,231.0,,
1946-06-01,226.0,,
1946-07-01,227.0,,
1946-08-01,226.0,,
1946-09-01,226.0,,
1946-10-01,235.0,,
1946-11-01,226.0,,
1946-12-01,234.0,,
1947-01-01,231.0,,
1947-02-01,232.0,,
1947-03-01,228.0,,
1947-04-01,235.0,,
1947-05-01,231.0,,
1947-06-01,230.0,,
1947-07-01,232.0,,
1947-08-01,229.0,,
1947-09-01,229.0,,
1947-10-01,229.0,,
1947-11-01,234.0,,
1947-12-01,229.0,,
1948-01-01,228.0,,
1948-02-01,230.0,,
1948-03-01,232.0,,
1948-04-01,233.0,,
1948-05-01,234.0,,
1948-06-01,225.0,,
1948-07-01,233.0,,
1948-08-01,230.0,,
1948-09-01,233.0,,
1948-10-01,232.0,,
1948-11-01,235.0,,
1948-12-01,232.0,,
1949-01-01,228.0,,
1949-02-01,230.0,,
1949-03-01,219.0,,
1949-04-01,237.0,,
1949-05-01,229.0,,
1949-06-01,228.0,,
1949-07-01,226.0,,
1949-08-01,231.0,,
1949-09-01,228.0,,
1949-10-01,232.0,,
1949-11-01,231.0,,
1949-12-01,232.0,,
1950-01-01,228.0,,
1950-02-01,233.0,,
1950-03-01,231.0,,
1950-04-01,221.0,,
1950-05-01,223.0,,
1950-06-01,232.0,,
1950-07-01,233.0,,
1950-08-01,233.0,,
1950-09-01,223.0,,
1950-10-01,233.0,,
1950-11-01,228.0,,
1950-12-01,225.0,,
1951-01-01,227.0,,
1951-02-01,227.0,,
1951-03-01,227.0,,
1951-04-01,225.0,,
1951-05-01,234.0,,
1951-06-01,224.0,,
1951-07-01,228.0,,
1951-08-01,234.0,,
1951-09-01,226.0,,
1951-10-01,224.0,,
1951-11-01,231.0,,
1951-12-01,226.0,,
1952-01-01,224.0,,
1952-02-01,222.0,,
1952-03-01,226.0,,
1952-04-01,229.0,,
1952-05-01,232.0,,
1952-06-01,238.0,,
1952-07-01,225.0,,
1952-08-01,230.0,,
1952-09-01,229.0,,
1952-10-01,235.0,,
1952-11-01,232.0,,
1952-12-01,225.0,,
1953-01-01,226.0,,
1953-02-01,227.0,,
1953-03-01,230.0,,
1953-04-01,232.0,,
1953-05-01,234.0,,
1953-06-01,224.0,,
1953-07-01,218.0,,
1953-08-01,230.0,,
1953-09-01,226.0,,
1953-10-01,226.0,,
1953-11-01,227.0,,
1953-12-01,219.0,,
1954-01-01,235.0,,
1954-02-01,226.0,,
1954-03-01,229.0,,
1954-04-01,220.0,,
1954-05-01,229.0,,
1954-06-01,225.0,,
1954-07-01,232.0,,
1954-08-01,228.0,,
1954-09-01,232.0,,
1954-10-01,228.0,,
1954-11-01,231.0,,
1954-12-01,226.0,,
1955-01-01,231.0,,
1955-02-01,232.0,,
1955-03-01,230.0,,
1955-04-01,234.0,,
1955-05-01,228.0,,
1955-06-01,227.0,,
1955-07-01,227.0,,
1955-08-01,220.0,,
1955-09-01,231.0,,
1955-10-01,230.0,,
1955-11-01,221.0,,
1955-12-01,231.0,,
1956-01-01,222.0,,
1956-02-01,222.0,,
1956-03-01,227.0,,
1956-04-01,229.0,,
1956-05-01,221.0,,
1956-06-01,217.0,,
1956-07-01,230.0,,
1956-08-01,235.0,,
1956-09-01,214.0,,
1956-10-01,216.0,,
1956-11-01,223.0,,
1956-12-01,219.0,,
1957-01-01,235.0,,
1957-02-01,225.0,,
1957-03-01,220.0,,
1957-04-01,224.0,,
1957-05-01,232.0,,
1957-06-01,226.0,,
1957-07-01,226.0,,
1957-08-01,227.0,,
1957-09-01,233.0,,
1957-10-01,225.0,,
1957-11-01,232.0,,
1957-12-01,220.0,,
1958-01-01,232.0,,
1958-02-01,223.0,,
1958-03-01,232.0,,
1958-04-01,212.0,,
1958-05-01,225.0,,
1958-06-01,229.0,,
1958-07-01,224.0,,
1958-08-01,223.0,,
1958-09-01,217.0,,
1958-10-01,229.0,,
1958-11-01,228.0,,
1958-12-01,225.0,,
1959-01-01,234.0,,
1959-02-01,223.0,,
1959-03-01,237.0,,
1959-04-01,239.0,,
1959-05-01,223.0,,
1959-06-01,222.0,,
1959-07-01,227.0,,
1959-08-01,226.0,,
1959-09-01,220.0,,
1959-10-01,226.0,,
1959-11-01,224.0,,
1959-12-01,225.0,,
1960-01-01,227.0,,
1960-02-01,222.0,,
1960-03-01,221.0,,
1960-04-01,225.0,,
1960-05-01,225.0,,
1960-06-01,221.0,,
1960-07-01,220.0,,
1960-08-01,221.0,,
1960-09-01,228.0,,
1960-10-01,222.0,,
1960-11-01,224.0,,
1960-12-01,227.0,,
1961-01-01,222.0,,
1961-02-01,219.0,,
1961-03-01,226.0,,
1961-04-01,224.0,,
1961-05-01,224.0,,
1961-06-01,229.0,,
1961-07-01,225.0,,
1961-08-01,226.0,,
1961-09-01,222.0,,
1961-10-01,229.0,,
1961-11-01,227.0,,
1961-12-01,229.0,,
1962-01-01,225.0,,
1962-02-01,229.0,,
1962-03-01,231.0,,
1962-04-01,229.0,,
1962-05-01,232.0,,
1962-06-01,224.0,,
1962-07-01,223.0,,
1962-08-01,231.0,,
1962-09-01,227.0,,
1962-10-01,224.0,,
1962-11-01,216.0,,
1962-12-01,221.0,,
1963-01-01,228.0,,
1963-02-01,224.0,,
1963-03-01,228.0,,
1963-04-01,231.0,,
1963-05-01,226.0,,
1963-06-01,223.0,,
1963-07-01,222.0,,
1963-08-01,223.0,,
1963-09-01,232.0,,
1963-10-01,230.0,,
1963-11-01,225.0,,
1963-12-01,225.0,,
1964-01-01,230.0,,
1964-02-01,228.0,,
1964-03-01,219.0,,
1964-04-01,222.0,,
1964-05-01,222.0,,
1964-06-01,225.0,,
1964-07-01,222.0,,
1964-08-01,232.0,,
1964-09-01,222.0,,
1964-10-01,222.0,,
1964-11-01,222.0,,
1964-12-01,223.0,,
1965-01-01,227.0,,
1965-02-01,221.0,,
1965-03-01,227.0,,
1965-04-01,229.0,,
1965-05-01,218.0,,
1965-06-01,227.0,,
1965-07-01,222.0,,
1965-08-01,223.0,,
1965-09-01,226.0,,
1965-10-01,224.0,,
1965-11-01,232.0,,
1965-12-01,226.0,,
1966-01-01,225.0,,
1966-02-01,228.0,,
1966-03-01,224.0,,
1966-04-01,229.0,,
1966-05-01,222.0,,
1966-06-01,227.0,,
1966-07-01,223.0,,
1966-08-01,223.0,,
1966-09-01,230.0,,
1966-10-01,222.0,,
1966-11-01,226.0,,
1966-12-01,224.0,,
1967-01-01,231.0,,
1967-02-01,229.0,,
1967-03-01,224.0,,
1967-04-01,221.0,,
1967-05-01,222.0,,
1967-06-01,228.0,,
1967-07-01,227.0,,
1967-08-01,220.0,,
1967-09-01,226.0,,
1967-10-01,216.0,,
1967-11-01,230.0,,
1967-12-01,223.0,,
1968-01-01,229.0,,
1968-02-01,219.0,,
1968-03-01,224.0,,
1968-04-01,228.0,,
1968-05-01,226.0,,
1968-06-01,228.0,,
1968-07-01,225.0,,
1968-08-01,221.0,,
1968-09-01,226.0,,
1968-10-01,225.0,,
1968-11-01,222.0,,
1968-12-01,234.0,,
1969-01-01,225.0,,
1969-02-01,224.0,,
1969-03-01,218.0,,
1969-04-01,222.0,,
1969-05-01,227.0,,
1969-06-01,232.0,,
1969-07-01,233.0,,
1969-08-01,229.0,,
1969-09-01,225.0,,
1969-10-01,219.0,,
1969-11-01,232.0,,
1969-12-01,225.0,,
1970-01-01,231.0,,
1970-02-01,227.0,,
1970-03-01,230.0,,
1970-04-01,230.0,,
1970-05-01,239.0,,
1970-06-01,241.0,,
1970-07-01,234.0,,
1970-08-01,224.0,,
1970-09-01,233.0,,
1970-10-01,227.0,,
1970-11-01,236.0,,
1970-12-01,243.0,,
1971-01-01,240.0,,
1971-02-01,238.0,,
1971-03-01,239.0,,
1971-04-01,249.0,,
1971-05-01,245.0,,
1971-06-01,253.0,,
1971-07-01,253.0,,
1971-08-01,243.0,,
1971-09-01,255.0,,
1971-10-01,249.0,,
1971-11-01,249.0,,
1971-12-01,251.0,,
1972-01-01,266.0,,
1972-02-01,255.0,,
1972-03-01,259.0,,
1972-04-01,259.0,,
1972-05-01,261.0,,
1972-06-01,266.0,,
1972-07-01,266.0,,
1972-08-01,269.0,,
1972-09-01,259.0,,
1972-10-01,270.0,,
1972-11-01,281.0,,
1972-12-01,289.0,,
1973-01-01,281.0,,
1973-02-01,271.0,,
1973-03-01,279.0,,
1973-04-01,283.0,,
1973-05-01,287.0,,
1973-06-01,290.0,,
1973-07-01,288.0,,
1973-08-01,288.0,,
1973-09-01,293.0,,
1973-10-01,304.0,,
1973-11-01,301.0,,
1973-12-01,293.0,,
1974-01-01,304.0,,
1974-02-01,315.0,,
1974-03-01,304.0,,
1974-04-01,310.0,,
1974-05-01,309.0,,
1974-06-01,316.0,,
1974-07-01,308.0,,
1974-08-01,318.0,,
1974-09-01,330.0,,
1974-10-01,313.0,,
1974-11-01,326.0,,
1974-12-01,336.0,,
1975-01-01,331.0,,
1975-02-01,342.0,,
1975-03-01,341.0,,
1975-04-01,345.0,,
1975-05-01,350.0,,
1975-06-01,345.0,,
1975-07-01,345.0,,
1975-08-01,350.0,,
1975-09-01,347.0,,
1975-10-01,349.0,,
1975-11-01,353.0,,
1975-12-01,359.0,,
1976-01-01,363.0,,
1976-02-01,370.0,,
1976-03-01,369.0,,
1976-04-01,368.0,,
1976-05-01,369.0,,
1976-06-01,374.0,,
1976-07-01,371.0,,
1976-08-01,369.0,,
1976-09-01,382.0,,
1976-10-01,386.0,,
1976-11-01,390.0,,
1976-12-01,395.0,,
1977-01-01,387.0,,
1977-02-01,398.0,,
1977-03-01,406.0,,
1977-04-01,406.0,,
1977-05-01,403.0,,
1977-06-01,412.0,,
1977-07-01,399.0,,
1977-08-01,405.0,,
1977-09-01,405.0,,
1977-10-01,423.0,,
1977-11-01,406.0,,
1977-12-01,417.0,,
1978-01-01,426.0,,
1978-02-01,411.0,,
1978-03-01,410.0,,
1978-04-01,425.0,,
1978-05-01,420.0,,
1978-06-01,427.0,,
1978-07-01,435.0,,
1978-08-01,435.0,,
1978-09-01,452.0,,
1978-10-01,440.0,,
1978-11-01,434.0,,
1978-12-01,440.0,,
1979-01-01,458.0,,
1979-02-01,460.0,,
1979-03-01,453.0,,
1979-04-01,448.0,,
1979-05-01,461.0,,
1979-06-01,462.0,,
1979-07-01,463.0,,
1979-08-01,464.0,,
1979-09-01,470.0,,
1979-10-01,458.0,,
1979-11-01,458.0,,
1979-12-01,484.0,,
1980-01-01,464.0,,
1980-02-01,468.0,,
1980-03-01,479.0,,
1980-04-01,467.0,,
1980-05-01,476.0,,
1980-06-01,479.0,,
1980-07-01,483.0,,
1980-08-01,492.0,,
1980-09-01,487.0,,
1980-10-01,477.0,,
1980-11-01,484.0,,
1980-12-01,490.0,,
1981-01-01,478.0,,
1981-02-01,475.0,,
1981-03-01,481.0,,
1981-04-01,487.0,,
1981-05-01,482.0,,
1981-06-01,496.0,,
1981-07-01,493.0,,
1981-08-01,486.0,,
1981-09-01,479.0,,
1981-10-01,493.0,,
1981-11-01,507.0,,
1981-12-01,503.0,,
1982-01-01,500.0,,
1982-02-01,509.0,,
1982-03-01,506.0,,
1982-04-01,520.0,,
1982-05-01,498.0,,
1982-06-01,479.0,,
1982-07-01,496.0,,
1982-08-01,502.0,,
1982-09-01,499.0,,
1982-10-01,481.0,,
1982-11-01,493.0,,
1982-12-01,503.0,,
1983-01-01,501.0,,
1983-02-01,529.0,,
1983-03-01,512.0,,
1983-04-01,493.0,,
1983-05-01,498.0,,
1983-06-01,501.0,,
1983-07-01,487.0,,
1983-08-01,490.0,,
1983-09-01,496.0,,
1983-10-01,495.0,,
1983-11-01,496.0,,
1983-12-01,487.0,,
1984-01-01,495.0,,
1984-02-01,481.0,,
1984-03-01,477.0,,
1984-04-01,498.0,,
1984-05-01,493.0,,
1984-06-01,487.0,,
1984-07-01,484.0,,
1984-08-01,500.0,,
1984-09-01,489.0,,
1984-10-01,492.0,,
1984-11-01,492.0,,
1984-12-01,486.0,,
1985-01-01,484.0,,
1985-02-01,458.0,,
1985-03-01,471.0,,
1985-04-01,455.0,,
1985-05-01,472.0,,
1985-06-01,468.0,,
1985-07-01,474.0,,
1985-08-01,460.0,,
1985-09-01,458.0,,
1985-10-01,443.0,,
1985-11-01,458.0,,
1985-12-01,459.0,,
1986-01-01,452.0,,
1986-02-01,454.0,,
1986-03-01,442.0,,
1986-04-01,435.0,,
1986-05-01,435.0,,
1986-06-01,455.0,,
1986-07-01,448.0,,
1986-08-01,420.0,,
1986-09-01,444.0,,
1986-10-01,431.0,,
1986-11-01,446.0,,
1986-12-01,412.0,,
1987-01-01,413.0,,
1987-02-01,417.0,,
1987-03-01,409.0,,
1987-04-01,418.0,,
1987-05-01,407.0,,
1987-06-01,410.0,,
1987-07-01,411.0,,
1987-08-01,407.0,,
1987-09-01,402.0,,
1987-10-01,378.0,,
1987-11-01,380.0,,
1987-12-01,377.0,,
1988-01-01,374.0,,
1988-02-01,375.0,,
1988-03-01,385.0,,
1988-04-01,366.0,,
1988-05-01,357.0,,
1988-06-01,364.0,,
1988-07-01,367.0,,
1988-08-01,360.0,,
1988-09-01,358.0,,
1988-10-01,355.0,,
1988-11-01,357.0,,
1988-12-01,349.0,,
1989-01-01,353.0,,
1989-02-01,332.0,,
1989-03-01,328.0,,
1989-04-01,340.0,,
1989-05-01,334.0,,
