taxonid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,taxonomic_authority,infra_rank,infra_name,population,category,main_common_name
9804,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Heliconius,Heliconius nattereri,"Felder, 1865",,,,CR,Natterer's Longwing
9832,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Heliosciurus,Heliosciurus punctatus,"(Temminck, 1853)",,,,DD,Small Sun Squirrel
9853,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELMINTHOGLYPTIDAE,Helminthoglypta,Helminthoglypta mohaveana,"S.S. Berry, 1927",,,,LR/nt,Victorville Shoulderband
9865,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,HELODERMATIDAE,Heloderma,Heloderma suspectum,"Cope, 1869",,,,NT,Gila Monster
9879,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Hemicycla,Hemicycla pouchadan,"Ibanez &amp; Alonso, 2007 ",,,,EN,
9894,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Hemisaga,Hemisaga vepreculae,"Rentz, 1993",,,,VU,
9919,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Hemitragus,Hemitragus jemlahicus,"(C.H. Smith, 1826)",,,,NT,Himalayan Tahr
9973,ANIMALIA,ARTHROPODA,MAXILLOPODA,CALANOIDA,DIAPTOMIDAE,Hesperodiaptomus,Hesperodiaptomus augustaensis,"(Turner, 1910)",,,,VU,
9987,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,BATHYERGIDAE,Heterocephalus,Heterocephalus glaber,"Rüppell, 1842",,,,LC,Naked Mole Rat
10018,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,ASSIMINEIDAE,Heteropoma,Heteropoma pyramis,"(Quadras &amp; Möllendorff, 1894)",,,,DD,
10050,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Himeroconcha,Himeroconcha lamlanensis,"Solem, 1982",,,,DD,
10065,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Hippocampus,Hippocampus coronatus,"Temminck &amp; Schlegel, 1850",,,,DD,High-crowned Seahorse
10087,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Hippocampus,Hippocampus trimaculatus,"Leach, 1814",,,,VU,Three-spot Seahorse
10110,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,Hipposideros armiger,"(Hodgson, 1835)",,,,LC,Great Himalayan Leaf-nosed Bat
10123,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,Hipposideros coxi,"Shelford, 1901",,,,EN,Cox's Leaf-nosed Bat
10133,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,Hipposideros edwardshilli,"Flannery &amp; Colgan, 1993",,,,VU,Hill's Leaf-nosed Bat
10144,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,Hipposideros lekaguli,"Thonglongya &amp; Hill, 1974",,,,NT,Large Asian Leaf-nosed Bat
10155,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,Hipposideros pratti,"Thomas, 1891",,,,LC,Pratt's Leaf-nosed Bat
10168,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Hippotragus,Hippotragus leucophaeus,"(Pallas, 1766)",,,,EX,Bluebuck
10178,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ENDODONTIDAE,Hirasea,Hirasea goniobasis,"Pilsbry, 1902",,,,DD,
10188,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PALUDOMIDAE,Hirthia,Hirthia globosa,"Ancey, 1898",,,,LC,
10208,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,Hobbseus,Hobbseus petilus,"Fitzpatrick, 1977",,,,DD,Tombigbee Riverlet Crayfish
10238,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Chersobius,Chersobius solus,"Branch, 2007",,,,VU,Nama Dwarf Tortoise
10254,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPLODACTYLIDAE,Hoplodactylus,Hoplodactylus delcourti,"Bauer &amp; Russell, 1986",,,,EX,Kawekaweau
10274,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,HYAENIDAE,Hyaena,Hyaena hyaena,"(Linnaeus, 1758)",,,,NT,Striped Hyaena
10303,ANIMALIA,CHORDATA,MAMMALIA,SIRENIA,DUGONGIDAE,Hydrodamalis,Hydrodamalis gigas,"(Zimmermann, 1780)",,,,EX,Steller's Sea Cow
10338,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,Hydrotarsus,Hydrotarsus compunctus,"(Wollaston, 1865)",,,,CR,
10459,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana marianitae,"(Carrizo, 1992)",,,,LC,Salta Treefrog
10590,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,ERINACEIDAE,Neotetracus,Neotetracus sinensis,"Trouessart, 1909",,,,LC,Shrew Gymnure
10605,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Hylopetes,Hylopetes phayrei,"(Blyth, 1859)",,,,LC,Indochinese Flying Squirrel
10633,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Hyomys,Hyomys goliath,"(Milne-Edwards, 1900)",,,,LC,Eastern White-eared Giant Rat
10644,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,Hyperolius pickersgilli,"Raw, 1982",,,,EN,Pickersgill's Reed Frog
10730,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,ELEOTRIDAE,Hypseleotris,Hypseleotris aurea,"(Shipway, 1950)",,,,EN,Golden Gudgeon
10751,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HYSTRICIDAE,Hystrix,Hystrix indica,"Kerr, 1792",,,,LC,Indian Crested Porcupine
10768,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ICTALURIDAE,Ictalurus,Ictalurus lupus,"(Girard, 1858)",,,,DD,Headwater Catfish
10788,ANIMALIA,ARTHROPODA,MAXILLOPODA,CALANOIDA,DIAPTOMIDAE,Idiodiaptomus,Idiodiaptomus gracilipes,"(Douwe, 1911)",,,,DD,
10803,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Iguanognathus,Iguanognathus werneri,"Boulenger, 1898",,,,DD,Spatula-toothed Snake
10825,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Indotestudo,Indotestudo forstenii,"(Schlegel &amp; Müller, 1845)",,,,CR,Forsten's Tortoise
10842,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Iolaus,Iolaus aphnaeoides,"Trimen, 1873",,,,LC,Yellow-banded Sapphire
10860,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Isolobodon,Isolobodon portoricensis,"Allen, 1916",,,,EX,Puerto Rican Hutia
10909,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Jacksonena,Jacksonena rudis,"(Hedley, 1912)",,,,LR/nt,Atherton Tableland Keeled Snail
10921,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TATEIDAE,Jardinella,Jardinella coreena,"Ponder &amp; Clark, 1990",,,,VU,
10940,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Joiceya,Joiceya praeclarus,,,,,EN,
10957,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Kannabateomys,Kannabateomys amblyonyx,"(Wagner, 1845)",,,,LC,Atlantic Bamboo Rat
10971,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Kerivoula,Kerivoula cuprosa,"Thomas, 1912",,,,DD,Copper Woolly Bat
10982,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Phoniscus,Phoniscus papuensis,"(Dobson, 1878)",,,,VU,Golden-tipped Bat
10997,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Kimboraga,Kimboraga micromphala,"(Gude, 1907)",,,,VU,
11011,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,KINOSTERNIDAE,Kinosternon,Kinosternon sonoriense,"(LeConte, 1854)",,,,NT,Sonora Mud Turtle
11034,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Kobus,Kobus megaceros,"(Fitzinger, 1855)",,,,EN,Nile Lechwe
11044,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Kobus,Kobus leche ssp. leche,"Gray, 1850",ssp.,leche,,NT,Red Lechwe
11054,ANIMALIA,CHORDATA,ACTINOPTERYGII,CICHLIFORMES,CICHLIDAE,Konia,Konia dikume,"Trewavas, 1972",,,,CR,Dikume
11069,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Kyidris,Kyidris yaleogyna,"Wilson &amp; Brown, 1956",,,,VU,
11117,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Darevskia,Darevskia clarkorum,"(Darevsky &amp; Vedederja, 1977)",,,,EN,Clarks' Lizard
11138,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Laephotis,Laephotis wintoni,"Thomas, 1901",,,,LC,De Winton's Long-eared Bat
11150,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Lagocephalus,Lagocephalus gloveri,"Abe &amp; Tabeta, 1983",,,,DD,Brown-backed Toadfish
11191,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,STROMBIDAE,Ophioglossolambis,Ophioglossolambis violacea,"(Swainson, 1821)",,,,DD,
11202,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Lamottemys,Lamottemys okuensis,"F. Petter, 1986",,,,EN,Mount Oku Rat
11222,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,EUCONULIDAE,Lamprocystis,Lamprocystis hahajimana,"(Pilsbry, 1902)",,,,EN,
11244,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Lampsilis,Lampsilis streckeri,"Frierson, 1927",,,,CR,Speckled Pocketbook
11257,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Lampsilis,Lampsilis ornata,"(Conrad, 1835)",,,,LC,Southern Pocketbook
11280,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,AMPULLARIIDAE,Lanistes,Lanistes bicarinatus,"Germain, 1907",,,,LC,
11291,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,AMPULLARIIDAE,Lanistes,Lanistes stuhlmanni,"Von Martens, 1897",,,,NT,
11343,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,VOMBATIDAE,Lasiorhinus,Lasiorhinus krefftii,"(Owen, 1873)",,,,CR,Northern Hairy-nosed Wombat
11357,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Lasmigona,Lasmigona holstonia,"I. Lea, 1838",,,,LC,Tennessee Heelsplitter
11378,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MEGADERMATIDAE,Lavia,Lavia frons,"(É. Geoffroy, 1810)",,,,LC,Yellow-winged Bat
11410,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Leiolopisma,Leiolopisma mauritiana,"(Günther, 1877)",,,,EX,
11459,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,LAURIIDAE,Leiostyla,Leiostyla lamellosa,"Lowe, 1852",,,,EX,Madeiran Land Snail
11470,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,LAURIIDAE,Leiostyla,Leiostyla relevata,"(Wollaston, 1878)",,,,NT,
11484,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,GEOMITRIDAE,Caseolus,Caseolus galeatus,"(R.T. Lowe, 1862)",,,,CR,
11494,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Lemniscomys,Lemniscomys roseveari,"Van der Straeten, 1980",,,,DD,Rosevear's Striped Grass Mouse
11506,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CALLITRICHIDAE,Leontopithecus,Leontopithecus rosalia,"(Linnaeus, 1766)",,,,EN,Golden Lion Tamarin
11534,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Lepidochelys,Lepidochelys olivacea,"(Eschscholtz, 1829)",,,,VU,Olive Ridley Turtle
11546,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Lepidochrysops,Lepidochrysops oosthuizeni,"Swanepoel &amp; Vári, 1983",,,,LC,Oosthuizen's Blue
11556,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Lepidochrysops,Lepidochrysops jamesi ssp. claassensi,"Dickson, 1982",ssp.,claassensi,,LC,Hantamsberg Nimble Blue
11619,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,Lepilemur microdon,"(Forsyth Major, 1894)",,,,EN,Small-toothed Sportive Lemur
11655,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Leptaxis,Leptaxis wollastoni,"(R.T. Lowe, 1852)",,,,EN,
11686,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Leptodea,Leptodea ochracea,"(Say, 1817)",,,,NT,Tidewater Mucket
11726,ANIMALIA,ARTHROPODA,INSECTA,PLECOPTERA,GRIPOPTERYGIDAE,Leptoperla,Leptoperla cacuminis,"Hynes, 1974",,,,VU,Mount Kosciusko Wingless Stonefly
11774,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,Leptoxis compacta,"(Anthony, 1854)",,,,EX,Oblong Rocksnail
11785,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,Leptoxis taeniata,"(Conrad, 1834)",,,,EN,Painted Rocksnail
11796,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Lepus,Lepus yarkandensis,"Günther, 1875",,,,NT,Yarkand Hare
11875,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ORTHALICIDAE,Leuchocharis,Leuchocharis pancheri,"(Cross, 1870)",,,,CR,
11922,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Pleuronaia,Pleuronaia dolabelloides,"(Lea, 1840)",,,,EN,Slab-sided Pearly Mussel
11934,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Libythea,Libythea cinyras,"Trimen, 1866",,,,EX,
11993,ANIMALIA,ARTHROPODA,OSTRACODA,PODOCOPIDA,CYPRIDIDAE,Liocypris,Liocypris grandis,"Sars, 1924",,,,EX,
12006,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LIOLAEMIDAE,Liolaemus,Liolaemus lutzae,"Mertens, 1938",,,,CR,
12077,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,Heteromys,Heteromys spectabilis,"(Genoways, 1971)",,,,EN,Jaliscan Spiny Pocket Mouse
12124,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TRIONYCHIDAE,Lissemys,Lissemys scutata,"(Peters, 1868)",,,,LC,Burmese Flapshell Turtle
12134,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Lithasia,Lithasia curta,"(I. Lea, 1868)",,,,DD,Knobby Rocksnail
12152,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODRYADIDAE,Litoria,Litoria raniformis,"(Keferstein, 1867)",,,,VU,Green and Gold Frog
12246,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Lobodon,Lobodon carcinophaga,"(Hombron & Jacquinot, 1842)",,,,LC,Crabeater Seal
12272,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Lonchorhina,Lonchorhina marinkellei,"Hernandez-Camacho &amp; Cadena-G., 1978",,,,VU,Marinkelle's Sword-nosed Bat
12311,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Lophocebus,Lophocebus aterrimus ssp. opdenboschi,"(Schouteden, 1944)",ssp.,opdenboschi,,VU,Southern Black Crested Mangabey
12375,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,LORISIDAE,Loris,Loris tardigradus,"(Linnaeus, 1758)",,,,EN,Red Slender Loris
12403,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Luciogobius,Luciogobius albus,"Regan, 1940",,,,CR,Cave Goby
12421,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Lutra,Lutra sumatrana,"(Gray, 1865)",,,,EN,Hairy-nosed Otter
12519,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Lynx,Lynx lynx,"(Linnaeus, 1758)",,,,LC,Eurasian Lynx
12532,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PUPILLIDAE,Lyropupa,Lyropupa mirabilis,"Ancey, 1890",,,,DD,
12548,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca arctoides,"(I. Geoffroy, 1831)",,,,VU,Stump-tailed Macaque
12559,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca silenus,"(Linnaeus, 1758)",,,,EN,Lion-tailed Macaque
12574,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCICHTHYIDAE,Maccullochella,Maccullochella macquariensis,"(Cuvier, 1829)",,,,VU,Trout Cod
12591,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Macrodontia,Macrodontia cervicornis,"(Linnaeus, 1758)",,,,VU,Sabertooth Longhorn Beetle
12609,ANIMALIA,ONYCHOPHORA,UDEONYCHOPHORA,EUONYCHOPHORA,PERIPATIDAE,Macroperipatus,Macroperipatus insularis,"Clark, 1937",,,,EN,
12650,ANIMALIA,CHORDATA,MAMMALIA,PERAMELEMORPHIA,THYLACOMYIDAE,Macrotis,Macrotis lagotis,"(Reid, 1837)",,,,VU,Bilby
12664,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Phengaris,Phengaris teleius,"(Bergsträsser, 1779)",,,,LR/nt,Scarce Large Blue
12696,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Malacochersus,Malacochersus tornieri,"(Siebenrock, 1903)",,,,CR,Pancake Tortoise
12726,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,OSPHRONEMIDAE,Malpulutta,Malpulutta kretseri,"Deraniyagala, 1937",,,,EN,Ornate Paradisefish
12749,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Mandarina,Mandarina suenoae,"Minato, 1978",,,,DD,
12763,ANIMALIA,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Manis,Manis javanica,"Desmarest, 1822",,,,CR,Sunda Pangolin
12797,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Margaretamys,Margaretamys parvus,"Musser, 1981",,,,DD,Lesser Margaretamys
12812,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Marmosa,Marmosa andersoni,"Pine, 1972",,,,DD,Anderson's Mouse Opossum
12824,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Marmosops,Marmosops parvidens,"(Tate, 1931)",,,,LC,Delicate Slender Mouse Opossum
12842,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PALUDOMIDAE,Martelia,Martelia tanganyicensis,"Dautzenberg, 1908",,,,DD,
12868,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mastomys,Mastomys natalensis,"(Smith, 1834)",,,,LC,Natal Multimammate Mouse
12884,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,Mautodontha maupiensis,"Garrett, 1872",,,,EX,
12894,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Maxomys,Maxomys dollmani,"(Ellerman, 1941)",,,,DD,Dollman’s Sulawesi Maxomys
12904,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Maxomys,Maxomys rajah,"(Thomas, 1894)",,,,VU,Rajah Sundaic Maxomys
12924,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Medionidus,Medionidus acutissimus,"I. Lea, 1831",,,,EN,Alabama Moccasinshell
12940,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Megadontomys,Megadontomys cryophilus,"(Musser, 1964)",,,,EN,Oaxaca Giant Deer Mouse
12953,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Megalagrion,Megalagrion jugorum,"(Perkins, 1899)",,,,CR,Maui Upland Damselfly
12976,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,STROPHOCHEILIDAE,Megalobulimus,Megalobulimus proclivis,"(Martens, 1888)",,,,CR,
13032,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Melanobatrachus,Melanobatrachus indicus,"Beddome, 1878",,,,VU,Orange Black Tubercled Indian Microhylid
13056,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia angfa,"Allen, 1990",,,,LC,Yakati Rainbowfish
13066,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia maylandi,"Allen, 1983",,,,VU,Mayland's Rainbowfish
13076,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia sexlineata,"(Munro, 1964)",,,,EN,Fly River Rainbowfish
13119,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Protochromys,Protochromys fellowsi,"(Hinton, 1943)",,,,LC,Red-bellied Protochromys
13130,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mammelomys,Mammelomys rattoides,"(Thomas, 1922)",,,,LC,Lowland Mammelomys
13146,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Menidia,Menidia extensa,"Hubbs & Raney, 1946",,,,VU,Waccamaw Silverside
13164,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,Meriones libycus,"Lichtenstein, 1823",,,,LC,Libyan Jird
13198,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Mertensiella,Mertensiella caucasica,"(Waga, 1876)",,,,NT,Caucasian Salamander
13221,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Mesocricetus,Mesocricetus newtoni,"(Nehring, 1898)",,,,NT,Romanian Hamster
13232,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Mesogobius,Mesogobius batrachocephalus,"(Pallas, 1814)",,,,LC,Toad Goby
13242,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,ZIPHIIDAE,Mesoplodon,Mesoplodon bowdoini,"Andrews, 1908",,,,DD,Andrew's Beaked Whale
13255,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,TETRAGNATHIDAE,Meta,Meta dolloff,"Levi, 1980",,,,VU,Dolloff Cave Spider
13277,ANIMALIA,ARTHROPODA,MALACOSTRACA,ISOPODA,CIROLANIDAE,Mexilana,Mexilana saluposi,"Bowman, 1975",,,,VU,
13292,ANIMALIA,ARTHROPODA,MALACOSTRACA,ISOPODA,STENASELLIDAE,Mexistenasellus,Mexistenasellus wilkensi,"Magniez, 1972",,,,VU,Wilken's Stenasellid
13320,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAVIIDAE,Microcavia,Microcavia niata,"(Thomas, 1898)",,,,LC,Andean Mountain Cavy
13373,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Micromys,Micromys minutus,"(Pallas, 1771)",,,,LC,Eurasian Harvest Mouse
13383,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Micronycteris,Micronycteris schmidtorum,"Sanborn, 1935",,,,LC,Schmidts's Big-eared Bat
13403,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CENTRARCHIDAE,Micropterus,Micropterus notius,"Bailey & Hubbs, 1949",,,,NT,Suwannee Bass
13417,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,Microtus breweri,"(Baird, 1858)",,,,VU,Beach Vole
13433,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,Microtus hyperboreus,"Vinogradov, 1934",,,,LC,North Siberian Vole
13445,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alexandromys,Alexandromys mongolicus,"(Radde, 1861)",,,,LC,Mongolian Vole
13456,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,Microtus schelkovnikovi,"(Satunin, 1907)",,,,LC,Schelkovnikov's Pine Vole
13489,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,Microtus subterraneus,"(de Selys-Longchamps, 1836)",,,,LC,European Pine Vole
13555,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,ELEOTRIDAE,Milyeringa,Milyeringa veritas,"Whitley, 1945",,,,EN,Blind Gudgeon
13568,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MINIOPTERIDAE,Miniopterus,Miniopterus minor,"Peters, 1867",,,,DD,Least Long-fingered Bat
13586,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Mistichthys,Mistichthys luzonensis,"Smith, 1902",,,,VU,
13611,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,ELEOTRIDAE,Mogurnda,Mogurnda lineata,"Allen &amp; Hoese, 1991",,,,EN,Kokoda Mogurnda
